Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|Q99575|POP1_HUMAN	Q99575	POP1_HUMAN	POP1	1024	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonucleases P/MRP protein subunit POP1 	0.9849	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1996249	     0	     0	1996249	     0	     0	1996249	     0	     0		
sp|Q9NSU2|TREX1_HUMAN	Q9NSU2	TREX1_HUMAN	TREX1	314	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Three-prime repair exonuclease 1 	0.9849	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1129384	     0	     0	1129384	     0	     0	1129384	     0	     0		
sp|O14578|CTRO_HUMAN	O14578	CTRO_HUMAN	CIT	2027	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Citron Rho-interacting kinase 	0.9848	0.9972	2	2	2	2	0	2	0	0	2	0	0	2	0	     0	2982405	     0	     0	2982405	     0	     0	2982405	     0		
sp|O43306|ADCY6_HUMAN	O43306	ADCY6_HUMAN	ADCY6	1168	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate cyclase type 6 	0.9848	0.9989	1	1	0	1	0	1	0	0	0	0	0	1	0	     0	1138276	     0	     0	     0	     0	     0	1138276	     0	sp|O95622|ADCY5_HUMAN	
sp|Q9H7E9|CH033_HUMAN	Q9H7E9	CH033_HUMAN	C8orf33	229	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0488 protein C8orf33 	0.9848	0.9972	2	2	2	2	1	0	1	1	0	1	1	0	1	12470931	     0	56813604	12470931	     0	56813604	12470931	     0	56813604		
sp|Q9NQ55|SSF1_HUMAN	Q9NQ55	SSF1_HUMAN	PPAN	473	1.90	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Suppressor of SWI4 1 homolog 	0.9848	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	6728450	     0	     0	6728450	     0	     0	6728450	     0	     0		
sp|P28068|DMB_HUMAN	P28068	DMB_HUMAN	HLA-DMB	263	4.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DM beta chain 	0.9847	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1381888	     0	     0	1381888	     0	     0	1381888	     0	     0		
sp|P55211|CASP9_HUMAN	P55211	CASP9_HUMAN	CASP9	416	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase-9 	0.9847	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1777006	     0	     0	1777006	     0	     0	1777006	     0	     0		
sp|Q96J42|TXD15_HUMAN	Q96J42	TXD15_HUMAN	TXNDC15	360	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 15 	0.9847	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	884101	     0	     0	884101	     0	     0	884101		
sp|Q10472|GALT1_HUMAN	Q10472	GALT1_HUMAN	GALNT1	559	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 1 	0.9845	0.9967	2	2	1	2	2	0	0	1	0	0	2	0	0	4000182	     0	     0	938725	     0	     0	4000182	     0	     0		
sp|P20138|CD33_HUMAN	P20138	CD33_HUMAN	CD33	364	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myeloid cell surface antigen CD33 	0.9846	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	2300306	     0	     0	2300306	     0	     0	2300306	     0	     0		
sp|P46734|MP2K3_HUMAN	P46734	MP2K3_HUMAN	MAP2K3	347	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 3 	0.9846	0.9989	4	1	1	4	1	0	0	1	0	0	3	1	0	4824244	     0	     0	4824244	     0	     0	9808600	1915052	     0		
sp|Q9NX00|TM160_HUMAN	Q9NX00	TM160_HUMAN	TMEM160	188	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 160 	0.9846	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1130550	     0	     0	1130550	     0	     0	1130550	     0	     0		
sp|Q8WXE0|CSKI2_HUMAN	Q8WXE0	CSKI2_HUMAN	CASKIN2	1202	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caskin-2 	0.9845	0.9989	2	1	1	4	0	1	0	0	1	0	1	2	1	     0	2866841	     0	     0	2866841	     0	19156006	22634401	28557208		
sp|Q9UG56|PISD_HUMAN	Q9UG56	PISD_HUMAN	PISD	409	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylserine decarboxylase proenzyme, mitochondrial 	0.9845	0.9989	1	3	3	3	1	1	1	1	1	1	1	1	1	395962	1121964	463741	395962	1121964	463741	395962	1121964	463741		
sp|P24390|ERD21_HUMAN	P24390	ERD21_HUMAN	KDELR1	212	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER lumen protein-retaining receptor 1 	0.9844	0.9989	1	1	0	1	1	0	0	0	0	0	1	0	0	8555648	     0	     0	     0	     0	     0	8555648	     0	     0	sp|P33947|ERD22_HUMAN	
sp|P48061|SDF1_HUMAN	P48061	SDF1_HUMAN	CXCL12	93	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stromal cell-derived factor 1 	0.9844	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	835638	     0	     0	835638	     0	     0	835638		
sp|Q9NZI2|KCIP1_HUMAN	Q9NZI2	KCIP1_HUMAN	KCNIP1	227	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kv channel-interacting protein 1 	0.9844	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	1178496	     0	     0	1178496	     0	     0	1178496	     0	     0		
sp|Q9Y291|RT33_HUMAN	Q9Y291	RT33_HUMAN	MRPS33	106	8.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S33, mitochondrial 	0.9844	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	555820	     0	     0	555820	     0	     0	555820	     0	     0		
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C 	0.9843	0.9989	1	1	0	1	1	0	0	0	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	sp|Q96HA1|P121A_HUMAN	
sp|O94822|LTN1_HUMAN	O94822	LTN1_HUMAN	LTN1	1766	0.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase listerin 	0.9843	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	3145422	     0	     0	3145422	     0	     0	3145422	     0	     0		
sp|O96015|DNAL4_HUMAN	O96015	DNAL4_HUMAN	DNAL4	105	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynein light chain 4, axonemal 	0.9843	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	441178	     0	     0	441178	     0	     0	441178	     0	     0		
sp|Q99467|CD180_HUMAN	Q99467	CD180_HUMAN	CD180	661	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD180 antigen 	0.9843	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	951986	     0	     0	951986	     0	     0	951986	     0	     0		
sp|Q9BTT6|LRRC1_HUMAN	Q9BTT6	LRRC1_HUMAN	LRRC1	524	4.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 1 	0.9843	0.9989	2	1	1	5	0	1	0	0	1	0	1	2	2	     0	230769	     0	     0	230769	     0	1348311	1028754	452325		
sp|Q16706|MA2A1_HUMAN	Q16706	MA2A1_HUMAN	MAN2A1	1144	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-mannosidase 2 	0.9842	0.9989	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1915322	     0	     0	1915322	     0	     0	1915322		
sp|Q8NEY8|PPHLN_HUMAN	Q8NEY8	PPHLN_HUMAN	PPHLN1	458	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Periphilin-1 	0.9842	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	3601004	     0	     0	3601004	     0	     0	3601004	     0	     0		
sp|P01833|PIGR_HUMAN	P01833	PIGR_HUMAN	PIGR	764	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polymeric immunoglobulin receptor 	0.9840	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	2724364	     0	     0	2724364	     0	     0	2724364		
sp|Q92604|LGAT1_HUMAN	Q92604	LGAT1_HUMAN	LPGAT1	370	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 	0.9840	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	2085423	     0	     0	2085423	     0	     0	2085423	     0	     0		
sp|Q9P2S2|NRX2A_HUMAN	Q9P2S2	NRX2A_HUMAN	NRXN2	1712	2.10	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Neurexin-2 	0.9840	0.9955	3	2	2	3	0	2	0	0	2	0	0	3	0	     0	2938332	     0	     0	2938332	     0	     0	7465776	     0		
sp|A1Z1Q3|MACD2_HUMAN	A1Z1Q3	MACD2_HUMAN	MACROD2	425	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribose glycohydrolase MACROD2 	0.9839	0.9988	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	1855440	     0	     0	1855440	     0	     0	1855440	     0		
sp|P24386|RAE1_HUMAN	P24386	RAE1_HUMAN	CHM	653	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab proteins geranylgeranyltransferase component A 1 	0.9839	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1119585	     0	     0	1119585	     0	     0	1119585		
sp|Q6P1L8|RM14_HUMAN	Q6P1L8	RM14_HUMAN	MRPL14	145	13.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L14, mitochondrial 	0.9839	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	2510431	     0	     0	2510431	     0	     0	2510431	     0	     0		
sp|P19532|TFE3_HUMAN	P19532	TFE3_HUMAN	TFE3	575	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor E3 	0.9838	0.9988	1	2	2	2	1	0	1	1	0	1	1	0	1	749398	     0	1459359	749398	     0	1459359	749398	     0	1459359		
sp|Q658Y4|F91A1_HUMAN	Q658Y4	F91A1_HUMAN	FAM91A1	838	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM91A1 	0.9838	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	366554	     0	     0	366554	     0	     0	366554	     0	     0		
sp|Q6ZSZ5|ARHGI_HUMAN	Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	1361	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 18 	0.9838	0.9988	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	300088	     0	     0	300088	     0	     0	300088	     0		
sp|Q7Z6J0|SH3R1_HUMAN	Q7Z6J0	SH3R1_HUMAN	SH3RF1	888	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase SH3RF1 	0.9838	0.9988	1	1	0	1	0	0	1	0	0	0	0	0	1	     0	     0	8159258	     0	     0	     0	     0	     0	8159258	sp|Q8TEJ3|SH3R3_HUMAN	
sp|Q9HCC8|GDPD2_HUMAN	Q9HCC8	GDPD2_HUMAN	GDPD2	539	2.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Glycerophosphoinositol inositolphosphodiesterase GDPD2 	0.9838	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	5792059	     0	     0	5792059	     0	     0	5792059	     0	     0		
sp|P16885|PLCG2_HUMAN	P16885	PLCG2_HUMAN	PLCG2	1265	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 	0.9837	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	2155986	     0	     0	2155986	     0	     0	2155986	     0	     0		
sp|Q9UPZ6|THS7A_HUMAN	Q9UPZ6	THS7A_HUMAN	THSD7A	1657	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thrombospondin type-1 domain-containing protein 7A 	0.9837	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	579468	     0	     0	579468	     0	     0	579468	     0	     0		
sp|Q14314|FGL2_HUMAN	Q14314	FGL2_HUMAN	FGL2	439	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fibroleukin 	0.9836	0.9953	2	2	2	2	1	1	0	1	1	0	1	1	0	631560	4509850	     0	631560	4509850	     0	631560	4509850	     0		
sp|Q96FH0|BORC8_HUMAN	Q96FH0	BORC8_HUMAN	BORCS8	119	8.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	BLOC-1-related complex subunit 8 	0.9836	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	3987724	     0	     0	3987724	     0	     0	3987724	     0	     0		
sp|O95155|UBE4B_HUMAN	O95155	UBE4B_HUMAN	UBE4B	1302	0.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin conjugation factor E4 B 	0.9835	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	437207	     0	     0	437207	     0	     0	437207		
sp|P50238|CRIP1_HUMAN	P50238	CRIP1_HUMAN	CRIP1	77	9.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine-rich protein 1 	0.9835	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	11730945	     0	     0	11730945	     0	     0	11730945		
sp|Q5VUM1|SDHF4_HUMAN	Q5VUM1	SDHF4_HUMAN	SDHAF4	108	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Succinate dehydrogenase assembly factor 4, mitochondrial 	0.9835	0.9988	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	3859232	     0	     0	3859232	     0	     0	3859232	     0		
sp|Q8NBI5|S43A3_HUMAN	Q8NBI5	S43A3_HUMAN	SLC43A3	491	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Solute carrier family 43 member 3 	0.9835	0.9988	1	2	2	2	1	0	1	1	0	1	1	0	1	3311051	     0	3528003	3311051	     0	3528003	3311051	     0	3528003		
sp|Q9Y2Q9|RT28_HUMAN	Q9Y2Q9	RT28_HUMAN	MRPS28	187	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S28, mitochondrial 	0.9835	0.9988	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	858038	2106736	     0	858038	2106736	     0	858038	2106736		
sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	5-formyltetrahydrofolate cyclo-ligase 	0.9834	0.9988	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	1498272	890420	     0	1498272	890420	     0	1498272	890420		
sp|Q9NS00|C1GLT_HUMAN	Q9NS00	C1GLT_HUMAN	C1GALT1	363	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 	0.9834	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	732802	     0	     0	732802	     0	     0	732802		
sp|P46736|BRCC3_HUMAN	P46736	BRCC3_HUMAN	BRCC3	316	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lys-63-specific deubiquitinase BRCC36 	0.9833	0.9988	1	3	3	3	1	1	1	1	1	1	1	1	1	2276360	2482246	1538643	2276360	2482246	1538643	2276360	2482246	1538643		
sp|P84101|SERF2_HUMAN	P84101	SERF2_HUMAN	SERF2	59	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small EDRK-rich factor 2 	0.9833	0.9988	1	3	3	3	1	1	1	1	1	1	1	1	1	3237036	1585656	4389279	3237036	1585656	4389279	3237036	1585656	4389279		
sp|Q92934|BAD_HUMAN	Q92934	BAD_HUMAN	BAD	168	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bcl2-associated agonist of cell death 	0.9833	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1081258	     0	     0	1081258	     0	     0	1081258		
sp|Q9BUM1|G6PC3_HUMAN	Q9BUM1	G6PC3_HUMAN	G6PC3	346	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucose-6-phosphatase 3 	0.9833	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	2134905	     0	     0	2134905	     0	     0	2134905	     0	     0		
sp|Q9NVP2|ASF1B_HUMAN	Q9NVP2	ASF1B_HUMAN	ASF1B	202	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone chaperone ASF1B 	0.9833	0.9988	1	2	0	2	2	0	0	0	0	0	2	0	0	3829752	     0	     0	     0	     0	     0	3829752	     0	     0	sp|Q9Y294|ASF1A_HUMAN	
sp|O60499|STX10_HUMAN	O60499	STX10_HUMAN	STX10	249	4.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-10 	0.9832	0.9988	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	3292256	     0	     0	3292256	     0	     0	3292256	     0		
sp|Q6P5R6|RL22L_HUMAN	Q6P5R6	RL22L_HUMAN	RPL22L1	122	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L22-like 1 	0.9832	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	2222391	     0	     0	2222391	     0	     0	2222391	     0	     0		
sp|Q9NZE8|RM35_HUMAN	Q9NZE8	RM35_HUMAN	MRPL35	188	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L35, mitochondrial 	0.9832	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	1666441	     0	     0	1666441	     0	     0	1666441	     0	     0		
sp|Q9BTY7|HGH1_HUMAN	Q9BTY7	HGH1_HUMAN	HGH1	390	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein HGH1 homolog 	0.9831	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	1241421	     0	     0	1241421	     0	     0	1241421	     0	     0		
sp|A9UHW6|MI4GD_HUMAN	A9UHW6	MI4GD_HUMAN	MIF4GD	222	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIF4G domain-containing protein 	0.9830	0.9988	1	2	2	2	1	1	0	1	1	0	1	1	0	2201592	1446286	     0	2201592	1446286	     0	2201592	1446286	     0		
sp|P15056|BRAF_HUMAN	P15056	BRAF_HUMAN	BRAF	766	10.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase B-raf 	0.9830	0.9988	5	1	1	6	0	1	0	0	1	0	3	2	1	     0	387594	     0	     0	387594	     0	8578348	5490201	3293691		
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	19.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L39 	0.9830	0.9988	1	4	0	4	4	0	0	0	0	0	4	0	0	9527084	     0	     0	     0	     0	     0	9527084	     0	     0	sp|Q59GN2|R39L5_HUMAN	
sp|Q92562|FIG4_HUMAN	Q92562	FIG4_HUMAN	FIG4	907	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polyphosphoinositide phosphatase 	0.9830	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	1300240	     0	     0	1300240	     0	     0	1300240	     0	     0		
sp|Q99259|DCE1_HUMAN	Q99259	DCE1_HUMAN	GAD1	594	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamate decarboxylase 1 	0.9830	0.9988	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2640926	     0	     0	2640926	     0	     0	2640926	     0		
sp|O94886|CSCL1_HUMAN	O94886	CSCL1_HUMAN	TMEM63A	807	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CSC1-like protein 1 	0.9829	0.9988	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1189485	     0	     0	1189485	     0	     0	1189485		
sp|Q6ZRS2|SRCAP_HUMAN	Q6ZRS2	SRCAP_HUMAN	SRCAP	3230	0.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Helicase SRCAP 	0.9829	0.9988	1	1	1	1	1	0	0	1	0	0	1	0	0	633923	     0	     0	633923	     0	     0	633923	     0	     0		
sp|Q5SYE7|NHSL1_HUMAN	Q5SYE7	NHSL1_HUMAN	NHSL1	1610	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	NHS-like protein 1 	0.9828	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	547911	     0	     0	547911	     0	     0	547911	     0	     0		
sp|Q16880|CGT_HUMAN	Q16880	CGT_HUMAN	UGT8	541	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	2-hydroxyacylsphingosine 1-beta-galactosyltransferase 	0.9827	0.9987	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	350024	595652	     0	350024	595652	     0	350024	595652		
sp|Q8N5I9|CL045_HUMAN	Q8N5I9	CL045_HUMAN	C12orf45	185	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C12orf45 	0.9827	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	7084550	     0	     0	7084550	     0	     0	7084550	     0	     0		
sp|O43933|PEX1_HUMAN	O43933	PEX1_HUMAN	PEX1	1283	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisome biogenesis factor 1 	0.9826	0.9987	2	1	1	9	0	1	0	0	1	0	2	3	4	     0	844820	     0	     0	844820	     0	45243730	51284974	22316004		
sp|O94817|ATG12_HUMAN	O94817	ATG12_HUMAN	ATG12	140	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like protein ATG12 	0.9825	0.9987	1	2	2	2	1	1	0	1	1	0	1	1	0	9646566	14931779	     0	9646566	14931779	     0	9646566	14931779	     0		
sp|Q8TE49|OTU7A_HUMAN	Q8TE49	OTU7A_HUMAN	OTUD7A	926	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	OTU domain-containing protein 7A 	0.9825	0.9987	2	1	1	4	0	1	0	0	1	0	1	2	1	     0	1380512	     0	     0	1380512	     0	3264415	3500445	1569809		
sp|Q96I45|TM141_HUMAN	Q96I45	TM141_HUMAN	TMEM141	108	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 141 	0.9825	0.9987	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	11221074	2143529	     0	11221074	2143529	     0	11221074	2143529		
sp|Q9ULS5|TMCC3_HUMAN	Q9ULS5	TMCC3_HUMAN	TMCC3	477	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane and coiled-coil domain protein 3 	0.9825	0.9987	1	2	2	2	1	0	1	1	0	1	1	0	1	1097526	     0	948227	1097526	     0	948227	1097526	     0	948227		
sp|Q7LGA3|HS2ST_HUMAN	Q7LGA3	HS2ST_HUMAN	HS2ST1	356	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heparan sulfate 2-O-sulfotransferase 1 	0.9824	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	4889443	     0	     0	4889443	     0	     0	4889443	     0	     0		
sp|Q96NA2|RILP_HUMAN	Q96NA2	RILP_HUMAN	RILP	401	7.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab-interacting lysosomal protein 	0.9823	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	642133	     0	     0	642133	     0	     0	642133	     0	     0		
sp|Q96IZ0|PAWR_HUMAN	Q96IZ0	PAWR_HUMAN	PAWR	340	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	PRKC apoptosis WT1 regulator protein 	0.9822	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	2442495	     0	     0	2442495	     0	     0	2442495	     0	     0		
sp|Q9Y316|MEMO1_HUMAN	Q9Y316	MEMO1_HUMAN	MEMO1	297	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein MEMO1 	0.9822	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	4296714	     0	     0	4296714	     0	     0	4296714	     0	     0		
sp|Q9GZX9|TWSG1_HUMAN	Q9GZX9	TWSG1_HUMAN	TWSG1	223	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Twisted gastrulation protein homolog 1 	0.9821	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	1053858	     0	     0	1053858	     0	     0	1053858	     0	     0		
sp|P54829|PTN5_HUMAN	P54829	PTN5_HUMAN	PTPN5	565	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 5 	0.9820	0.9987	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	1039469	     0	     0	1039469	     0	     0	1039469	     0		
sp|Q9BRJ2|RM45_HUMAN	Q9BRJ2	RM45_HUMAN	MRPL45	306	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L45, mitochondrial 	0.9820	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	748987	     0	     0	748987	     0	     0	748987	     0	     0		
sp|P09769|FGR_HUMAN	P09769	FGR_HUMAN	FGR	529	5.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase Fgr 	0.9819	0.9987	3	2	2	8	1	0	1	1	0	1	2	3	3	838311	     0	2073848	838311	     0	2073848	8766616	8719556	7039136		
sp|P29083|T2EA_HUMAN	P29083	T2EA_HUMAN	GTF2E1	439	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIE subunit 1 	0.9819	0.9987	1	3	3	3	1	1	1	1	1	1	1	1	1	720485	455953	830514	720485	455953	830514	720485	455953	830514		
sp|Q8IWX8|CHERP_HUMAN	Q8IWX8	CHERP_HUMAN	CHERP	916	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcium homeostasis endoplasmic reticulum protein 	0.9819	0.9987	1	1	1	1	1	0	0	1	0	0	1	0	0	1395746	     0	     0	1395746	     0	     0	1395746	     0	     0		
sp|Q9BRS8|LARP6_HUMAN	Q9BRS8	LARP6_HUMAN	LARP6	491	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	La-related protein 6 	0.9819	0.9987	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	1600516	     0	     0	1600516	     0	     0	1600516	     0		
