Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|Q13905|RPGF1_HUMAN	Q13905	RPGF1_HUMAN	RAPGEF1	1077	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rap guanine nucleotide exchange factor 1 	0.9863	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	348911	452454	525977	348911	452454	525977	348911	452454	525977		
sp|Q13976|KGP1_HUMAN	Q13976	KGP1_HUMAN	PRKG1	671	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	cGMP-dependent protein kinase 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	5.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FRG1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	642320	     0	     0	642320	     0	     0	642320	     0	     0		
sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	EKC/KEOPS complex subunit LAGE3 	0.9863	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	     0	2125962	     0	     0	2125962	     0	     0	2125962		
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	0.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RRP5 homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	563683	     0	     0	563683	     0	     0	563683	     0	     0		
sp|Q14746|COG2_HUMAN	Q14746	COG2_HUMAN	COG2	738	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Conserved oligomeric Golgi complex subunit 2 	0.9863	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1040852	     0	     0	1040852	     0	     0	1040852	     0	     0		
sp|Q15427|SF3B4_HUMAN	Q15427	SF3B4_HUMAN	SF3B4	424	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 4 	0.9863	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	1117009	     0	     0	1117009	     0	     0	1117009	     0	     0		
sp|Q15528|MED22_HUMAN	Q15528	MED22_HUMAN	MED22	200	5.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 22 	0.9863	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	297053	     0	     0	297053	     0	     0	297053	     0	     0		
sp|Q15629|TRAM1_HUMAN	Q15629	TRAM1_HUMAN	TRAM1	374	5.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translocating chain-associated membrane protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	802292	     0	     0	802292	     0	     0	802292	     0	     0		
sp|Q15645|PCH2_HUMAN	Q15645	PCH2_HUMAN	TRIP13	432	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pachytene checkpoint protein 2 homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	660750	     0	     0	660750	     0	     0	660750	     0	     0		
sp|Q16581|C3AR_HUMAN	Q16581	C3AR_HUMAN	C3AR1	482	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	C3a anaphylatoxin chemotactic receptor 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	576297	     0	     0	576297	     0	     0	576297	     0	     0		
sp|Q16706|MA2A1_HUMAN	Q16706	MA2A1_HUMAN	MAN2A1	1144	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-mannosidase 2 	0.9863	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1915322	     0	     0	1915322	     0	     0	1915322		
sp|Q16832|DDR2_HUMAN	Q16832	DDR2_HUMAN	DDR2	855	1.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Discoidin domain-containing receptor 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	561995	     0	     0	561995	     0	     0	561995	     0	     0		
sp|Q16878|CDO1_HUMAN	Q16878	CDO1_HUMAN	CDO1	200	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cysteine dioxygenase type 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1382268	     0	     0	1382268	     0	     0	1382268	     0	     0		
sp|Q1L5Z9|LONF2_HUMAN	Q1L5Z9	LONF2_HUMAN	LONRF2	754	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	LON peptidase N-terminal domain and RING finger protein 2 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	381747	     0	     0	381747	     0	     0	381747	     0		
sp|Q49B96|COX19_HUMAN	Q49B96	COX19_HUMAN	COX19	90	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly protein COX19 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1344104	     0	     0	1344104	     0	     0	1344104	     0	     0		
sp|Q4U2R6|RM51_HUMAN	Q4U2R6	RM51_HUMAN	MRPL51	128	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	39S ribosomal protein L51, mitochondrial 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1503212	     0	     0	1503212	     0	     0	1503212	     0	     0		
sp|Q53FP2|TM35A_HUMAN	Q53FP2	TM35A_HUMAN	TMEM35A	167	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane protein 35A 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1974740	     0	     0	1974740	     0	     0	1974740	     0	     0		
sp|Q53FT3|HIKES_HUMAN	Q53FT3	HIKES_HUMAN	HIKESHI	197	8.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein Hikeshi 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2689712	     0	     0	2689712	     0	     0	2689712	     0		
sp|Q53H82|LACB2_HUMAN	Q53H82	LACB2_HUMAN	LACTB2	288	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoribonuclease LACTB2 	0.9863	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	2257456	1583033	     0	2257456	1583033	     0	2257456	1583033		
sp|Q53QV2|LBH_HUMAN	Q53QV2	LBH_HUMAN	LBH	105	18.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein LBH 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	442510	     0	     0	442510	     0	     0	442510	     0	     0		
sp|Q5EG05|CAR16_HUMAN	Q5EG05	CAR16_HUMAN	CARD16	197	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Caspase recruitment domain-containing protein 16 	0.9863	0.9990	3	3	3	7	1	1	1	1	1	1	3	2	2	1611143	1203479	1987419	1611143	1203479	1987419	7489606	1582714	2871337		
sp|Q5IJ48|CRUM2_HUMAN	Q5IJ48	CRUM2_HUMAN	CRB2	1285	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein crumbs homolog 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	242186	     0	     0	242186	     0	     0	242186	     0	     0		
sp|Q5JUX0|SPIN3_HUMAN	Q5JUX0	SPIN3_HUMAN	SPIN3	258	6.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spindlin-3 	0.9863	0.9990	1	1	0	1	1	0	0	0	0	0	1	0	0	306236	     0	     0	     0	     0	     0	306236	     0	     0	sp|Q9Y657|SPIN1_HUMAN	
sp|Q5QJE6|TDIF2_HUMAN	Q5QJE6	TDIF2_HUMAN	DNTTIP2	756	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Deoxynucleotidyltransferase terminal-interacting protein 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	765295	     0	     0	765295	     0	     0	765295	     0	     0		
sp|Q5SRE7|PHYD1_HUMAN	Q5SRE7	PHYD1_HUMAN	PHYHD1	291	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phytanoyl-CoA dioxygenase domain-containing protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	426112	     0	     0	426112	     0	     0	426112	     0	     0		
sp|Q5SYE7|NHSL1_HUMAN	Q5SYE7	NHSL1_HUMAN	NHSL1	1610	1.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	NHS-like protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	547911	     0	     0	547911	     0	     0	547911	     0	     0		
sp|Q5T011|SZT2_HUMAN	Q5T011	SZT2_HUMAN	SZT2	3432	0.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	KICSTOR complex protein SZT2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	482018	     0	     0	482018	     0	     0	482018	     0	     0		
sp|Q5TBB1|RNH2B_HUMAN	Q5TBB1	RNH2B_HUMAN	RNASEH2B	312	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease H2 subunit B 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2054995	     0	     0	2054995	     0	     0	2054995	     0	     0		
sp|Q5U5X0|LYRM7_HUMAN	Q5U5X0	LYRM7_HUMAN	LYRM7	104	9.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complex III assembly factor LYRM7 	0.9863	0.9990	1	3	3	3	1	2	0	1	2	0	1	2	0	1769876	2759537	     0	1769876	2759537	     0	1769876	2759537	     0		
sp|Q5VT52|RPRD2_HUMAN	Q5VT52	RPRD2_HUMAN	RPRD2	1461	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulation of nuclear pre-mRNA domain-containing protein 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	973344	     0	     0	973344	     0	     0	973344	     0	     0		
sp|Q5W0Z9|ZDH20_HUMAN	Q5W0Z9	ZDH20_HUMAN	ZDHHC20	365	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Palmitoyltransferase ZDHHC20 	0.9863	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	3379221	822105	     0	3379221	822105	     0	3379221	822105	     0		
sp|Q629K1|TRIQK_HUMAN	Q629K1	TRIQK_HUMAN	TRIQK	86	15.10	Homo sapiens OX=9606	3:Protein inferred from homology	Triple QxxK/R motif-containing protein 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2442124	     0	     0	2442124	     0	     0	2442124	     0	     0		
sp|Q66PJ3|AR6P4_HUMAN	Q66PJ3	AR6P4_HUMAN	ARL6IP4	421	3.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 4 	0.9863	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	865748	     0	     0	865748	     0	     0	865748		
sp|Q68DK7|MSL1_HUMAN	Q68DK7	MSL1_HUMAN	MSL1	614	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Male-specific lethal 1 homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	690116	     0	     0	690116	     0	     0	690116	     0	     0		
sp|Q69YN4|VIR_HUMAN	Q69YN4	VIR_HUMAN	VIRMA	1812	0.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein virilizer homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1603953	     0	     0	1603953	     0	     0	1603953	     0	     0		
sp|Q6EMK4|VASN_HUMAN	Q6EMK4	VASN_HUMAN	VASN	673	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vasorin 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1679261	     0	     0	1679261	     0	     0	1679261	     0	     0		
sp|Q6FIF0|ZFAN6_HUMAN	Q6FIF0	ZFAN6_HUMAN	ZFAND6	208	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	AN1-type zinc finger protein 6 	0.9863	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	758015	     0	     0	758015	     0	     0	758015		
sp|Q6GTX8|LAIR1_HUMAN	Q6GTX8	LAIR1_HUMAN	LAIR1	287	4.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte-associated immunoglobulin-like receptor 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1257014	     0	     0	1257014	     0	     0	1257014	     0	     0		
sp|Q6IC98|GRAM4_HUMAN	Q6IC98	GRAM4_HUMAN	GRAMD4	578	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	GRAM domain-containing protein 4 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	528969	     0	     0	528969	     0	     0	528969	     0	     0		
sp|Q6ICH7|ASPH2_HUMAN	Q6ICH7	ASPH2_HUMAN	ASPHD2	369	3.30	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Aspartate beta-hydroxylase domain-containing protein 2 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	924579	     0	     0	924579	     0	     0	924579	     0		
sp|Q6N075|MFSD5_HUMAN	Q6N075	MFSD5_HUMAN	MFSD5	450	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Molybdate-anion transporter 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	488735	     0	     0	488735	     0	     0	488735	     0		
sp|Q6NT16|S18B1_HUMAN	Q6NT16	S18B1_HUMAN	SLC18B1	456	2.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	MFS-type transporter SLC18B1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	3608214	     0	     0	3608214	     0	     0	3608214	     0	     0		
sp|Q6NTF9|RHBD2_HUMAN	Q6NTF9	RHBD2_HUMAN	RHBDD2	364	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rhomboid domain-containing protein 2 	0.9863	0.9990	1	3	3	3	1	1	1	1	1	1	1	1	1	3132896	1475456	1575270	3132896	1475456	1575270	3132896	1475456	1575270		
sp|Q6P1A2|MBOA5_HUMAN	Q6P1A2	MBOA5_HUMAN	LPCAT3	487	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysophospholipid acyltransferase 5 	0.9863	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	1102809	1956873	     0	1102809	1956873	     0	1102809	1956873		
sp|Q6P1K1|HRG1_HUMAN	Q6P1K1	HRG1_HUMAN	SLC48A1	146	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heme transporter HRG1 	0.9863	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	2126468	     0	1954034	2126468	     0	1954034	2126468	     0	1954034		
sp|Q6ULP2|AFTIN_HUMAN	Q6ULP2	AFTIN_HUMAN	AFTPH	936	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aftiphilin 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	865038	     0	     0	865038	     0	     0	865038	     0	     0		
sp|Q6ZUJ8|BCAP_HUMAN	Q6ZUJ8	BCAP_HUMAN	PIK3AP1	805	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoinositide 3-kinase adapter protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	651021	     0	     0	651021	     0	     0	651021	     0	     0		
sp|Q6ZYL4|TF2H5_HUMAN	Q6ZYL4	TF2H5_HUMAN	GTF2H5	71	21.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription factor IIH subunit 5 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	459430	     0	     0	459430	     0	     0	459430	     0	     0		
sp|Q71H61|ILDR2_HUMAN	Q71H61	ILDR2_HUMAN	ILDR2	639	2.20	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Immunoglobulin-like domain-containing receptor 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	587648	     0	     0	587648	     0	     0	587648	     0	     0		
sp|Q7KYR7|BT2A1_HUMAN	Q7KYR7	BT2A1_HUMAN	BTN2A1	527	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Butyrophilin subfamily 2 member A1 	0.9863	0.9990	1	2	2	2	0	2	0	0	2	0	0	2	0	     0	5535542	     0	     0	5535542	     0	     0	5535542	     0		
sp|Q7L4I2|RSRC2_HUMAN	Q7L4I2	RSRC2_HUMAN	RSRC2	434	2.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine/serine-rich coiled-coil protein 2 	0.9863	0.9990	1	2	2	2	1	0	1	1	0	1	1	0	1	1509704	     0	1569435	1509704	     0	1569435	1509704	     0	1569435		
sp|Q7L804|RFIP2_HUMAN	Q7L804	RFIP2_HUMAN	RAB11FIP2	512	2.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rab11 family-interacting protein 2 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2567794	     0	     0	2567794	     0	     0	2567794	     0		
sp|Q7L9B9|EEPD1_HUMAN	Q7L9B9	EEPD1_HUMAN	EEPD1	569	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endonuclease/exonuclease/phosphatase family domain-containing protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	788977	     0	     0	788977	     0	     0	788977	     0	     0		
sp|Q7Z4Q2|HEAT3_HUMAN	Q7Z4Q2	HEAT3_HUMAN	HEATR3	680	1.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	HEAT repeat-containing protein 3 	0.9863	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	354421	     0	     0	354421	     0	     0	354421		
sp|Q7Z6B7|SRGP1_HUMAN	Q7Z6B7	SRGP1_HUMAN	SRGAP1	1085	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	SLIT-ROBO Rho GTPase-activating protein 1 	0.9863	0.9990	4	1	1	5	1	0	0	1	0	0	3	2	0	773160	     0	     0	773160	     0	     0	10568328	10486071	     0		
sp|Q7Z6I8|CE024_HUMAN	Q7Z6I8	CE024_HUMAN	C5orf24	188	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0461 protein C5orf24 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1589862	     0	     0	1589862	     0	     0	1589862	     0	     0		
sp|Q7Z7A3|CTU1_HUMAN	Q7Z7A3	CTU1_HUMAN	CTU1	348	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic tRNA 2-thiolation protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1138538	     0	     0	1138538	     0	     0	1138538	     0	     0		
sp|Q7Z7K0|COXM1_HUMAN	Q7Z7K0	COXM1_HUMAN	CMC1	106	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	COX assembly mitochondrial protein homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q7Z7L8|CK096_HUMAN	Q7Z7L8	CK096_HUMAN	C11orf96	435	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C11orf96 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	8777663	     0	     0	8777663	     0	     0	8777663	     0	     0		
sp|Q86UL3|GPAT4_HUMAN	Q86UL3	GPAT4_HUMAN	GPAT4	456	3.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycerol-3-phosphate acyltransferase 4 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	607176	     0	     0	607176	     0	     0	607176	     0	     0		
sp|Q86VQ1|GLCI1_HUMAN	Q86VQ1	GLCI1_HUMAN	GLCCI1	547	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucocorticoid-induced transcript 1 protein 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1317744	     0	     0	1317744	     0	     0	1317744	     0	     0		
sp|Q86WW8|COA5_HUMAN	Q86WW8	COA5_HUMAN	COA5	74	10.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 5 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2732908	     0	     0	2732908	     0	     0	2732908	     0	     0		
sp|Q8IUI8|CRLF3_HUMAN	Q8IUI8	CRLF3_HUMAN	CRLF3	442	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytokine receptor-like factor 3 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	592417	     0	     0	592417	     0	     0	592417	     0	     0		
sp|Q8IVG5|SAM9L_HUMAN	Q8IVG5	SAM9L_HUMAN	SAMD9L	1584	1.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sterile alpha motif domain-containing protein 9-like 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1722440	     0	     0	1722440	     0	     0	1722440	     0	     0		
sp|Q8IVH4|MMAA_HUMAN	Q8IVH4	MMAA_HUMAN	MMAA	418	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylmalonic aciduria type A protein, mitochondrial 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	320572	     0	     0	320572	     0	     0	320572	     0	     0		
sp|Q8IVL6|P3H3_HUMAN	Q8IVL6	P3H3_HUMAN	P3H3	736	1.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolyl 3-hydroxylase 3 	0.9863	0.9990	1	3	3	3	2	0	1	2	0	1	2	0	1	400251	     0	1230586	400251	     0	1230586	400251	     0	1230586		
sp|Q8IW50|F219A_HUMAN	Q8IW50	F219A_HUMAN	FAM219A	185	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM219A 	0.9863	0.9990	1	2	2	2	0	1	1	0	1	1	0	1	1	     0	423172	414701	     0	423172	414701	     0	423172	414701		
sp|Q8IWV8|UBR2_HUMAN	Q8IWV8	UBR2_HUMAN	UBR2	1755	0.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase UBR2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1661914	     0	     0	1661914	     0	     0	1661914	     0	     0		
sp|Q8IX05|CD302_HUMAN	Q8IX05	CD302_HUMAN	CD302	232	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD302 antigen 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	3608142	     0	     0	3608142	     0	     0	3608142	     0	     0		
sp|Q8IX19|MCEM1_HUMAN	Q8IX19	MCEM1_HUMAN	MCEMP1	187	7.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mast cell-expressed membrane protein 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	2112902	     0	     0	2112902	     0	     0	2112902	     0	     0		
sp|Q8IY47|KBTB2_HUMAN	Q8IY47	KBTB2_HUMAN	KBTBD2	623	3.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kelch repeat and BTB domain-containing protein 2 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	497211	     0	     0	497211	     0	     0	497211	     0	     0		
sp|Q8IY67|RAVR1_HUMAN	Q8IY67	RAVR1_HUMAN	RAVER1	606	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonucleoprotein PTB-binding 1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	323777	     0	     0	323777	     0	     0	323777	     0	     0		
sp|Q8IYS2|K2013_HUMAN	Q8IYS2	K2013_HUMAN	KIAA2013	634	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein KIAA2013 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q8IZR5|CKLF4_HUMAN	Q8IZR5	CKLF4_HUMAN	CMTM4	234	3.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	CKLF-like MARVEL transmembrane domain-containing protein 4 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	4743452	     0	     0	4743452	     0	     0	4743452	     0	     0		
sp|Q8N2H4|SYS1_HUMAN	Q8N2H4	SYS1_HUMAN	SYS1	156	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SYS1 homolog 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	1341075	     0	     0	1341075	     0	     0	1341075	     0	     0		
sp|Q8N386|LRC25_HUMAN	Q8N386	LRC25_HUMAN	LRRC25	305	3.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 25 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	348160	     0	     0	348160	     0	     0	348160	     0	     0		
sp|Q8N414|PGBD5_HUMAN	Q8N414	PGBD5_HUMAN	PGBD5	524	1.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	PiggyBac transposable element-derived protein 5 	0.9863	0.9990	1	1	1	1	0	1	0	0	1	0	0	1	0	     0	2685240	     0	     0	2685240	     0	     0	2685240	     0		
sp|Q8N461|FXL16_HUMAN	Q8N461	FXL16_HUMAN	FBXL16	479	2.90	Homo sapiens OX=9606	2:Experimental evidence at transcript level	F-box/LRR-repeat protein 16 	0.9863	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	5136406	440505	     0	5136406	440505	     0	5136406	440505	     0		
sp|Q8N4Q0|PTGR3_HUMAN	Q8N4Q0	PTGR3_HUMAN	ZADH2	377	4.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin reductase 3 	0.9863	0.9990	1	2	2	2	1	1	0	1	1	0	1	1	0	943245	1252237	     0	943245	1252237	     0	943245	1252237	     0		
sp|Q8N4V1|EMC5_HUMAN	Q8N4V1	EMC5_HUMAN	MMGT1	131	18.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 5 	0.9863	0.9990	1	2	2	2	2	0	0	2	0	0	2	0	0	2033198	     0	     0	2033198	     0	     0	2033198	     0	     0		
sp|Q8N5V2|NGEF_HUMAN	Q8N5V2	NGEF_HUMAN	NGEF	710	1.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ephexin-1 	0.9863	0.9990	1	1	1	1	1	0	0	1	0	0	1	0	0	395034	     0	     0	395034	     0	     0	395034	     0	     0		
sp|Q8N6S5|AR6P6_HUMAN	Q8N6S5	AR6P6_HUMAN	ARL6IP6	226	5.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 6 	0.9863	0.9990	1	1	1	1	0	0	1	0	0	1	0	0	1	     0	     0	1688235	     0	     0	1688235	     0	     0	1688235		
